StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,dv_identity,dv_entitlement,comp_q,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,Q30,Q31,RandomID,cond,FL_8_DO
5/31/24 12:14,5/31/24 12:23,IP Address,154.27.76.204,100,526,TRUE,5/31/24 12:23,R_7FkY3Zig4T1sq4R,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,32,High School or Equivalent,,A3V9EU1CURHRD0,480717,480717,1,FL_10
5/31/24 12:21,5/31/24 12:23,IP Address,152.58.222.135,100,134,TRUE,5/31/24 12:23,R_42bScV9Ow9JOONe,,,,,12.8996,80.2209,anonymous,EN,Yes,Paul,Purple,Both persons.,,Plane travel,Male,,White or European,,32,College Graduate (4 year),,ADMD5ZJ5S3EZD,320872,320872,1,FL_10
5/31/24 12:23,5/31/24 12:23,IP Address,209.20.213.223,100,53,TRUE,5/31/24 12:23,R_1YnSSEH6awbZ9Ve,,,,,39.013,-76.6742,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,AFG3O78F04BIN,878542,878542,2,FL_11
5/31/24 12:20,5/31/24 12:23,IP Address,209.20.225.9,100,227,TRUE,5/31/24 12:23,R_6HSwFKAKad2C1on,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,Both persons.,,Plane travel,Male,,White or European,,32,Masters Degree (MS),,A1DAGG7YDAD95U,,839470,1,FL_10
5/31/24 12:23,5/31/24 12:24,IP Address,141.140.79.249,100,46,TRUE,5/31/24 12:24,R_7mOQbYTiBCAHZyb,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A2LNWDDB8XI0EH,620819,620819,1,FL_10
5/31/24 12:22,5/31/24 12:24,IP Address,154.27.86.70,100,119,TRUE,5/31/24 12:24,R_5PXDVG9n1RvxIMF,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Female,,White or European,,33,Masters Degree (MS),,A2O3VNS5DVRXVV,795576,795576,2,FL_11
5/31/24 12:24,5/31/24 12:25,IP Address,209.20.225.200,100,41,TRUE,5/31/24 12:25,R_69nriXFvXRnExgA,,,,,40.7359,-73.9904,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,762074,,
5/31/24 12:13,5/31/24 12:25,IP Address,154.27.76.227,100,717,TRUE,5/31/24 12:25,R_7QxqGrzHrfwVAOt,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,32,High School or Equivalent,,A3P9NSIH0IUO1X,45408,45408,1,FL_10
5/31/24 12:17,5/31/24 12:25,IP Address,208.252.176.188,100,473,TRUE,5/31/24 12:25,R_6gcMuAOR2WvDDU7,,,,,39.9053,-75.0023,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A8P9R18M6OX0Q,415901,415901,2,FL_11
5/31/24 12:24,5/31/24 12:25,IP Address,141.140.85.77,100,54,TRUE,5/31/24 12:25,R_3NLjmsqsb1ymiqM,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A3576EZYOZ5Y2T,190447,190447,2,FL_11
5/31/24 12:24,5/31/24 12:25,IP Address,209.20.209.117,100,58,TRUE,5/31/24 12:25,R_1bPIiFGllz6XtRu,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,AS3JPZRW4ZYG5,25809,25809,2,FL_11
5/31/24 12:12,5/31/24 12:25,IP Address,139.171.251.109,100,800,TRUE,5/31/24 12:25,R_6Ac0hyigxpiU2sN,,,,,36.8558,-76.0042,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Asian,,25,Masters Degree (MS),,A1V19YAUJQF0A8,558098,558098,1,FL_10
5/31/24 12:22,5/31/24 12:25,IP Address,209.20.221.72,100,204,TRUE,5/31/24 12:25,R_632RlwimbvRhltJ,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A3CRBI7H6DMXPS,812573,812573,1,FL_10
5/31/24 12:11,5/31/24 12:26,IP Address,208.252.176.19,100,881,TRUE,5/31/24 12:26,R_7IQYssmlbniiXkg,,,,,39.9053,-75.0023,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A1NI0EGD62HYJ9,,832324,1,FL_10
5/31/24 12:25,5/31/24 12:26,IP Address,209.20.227.134,100,84,TRUE,5/31/24 12:26,R_5P0xR9Gz93WJYhK,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,Both persons.,,Plane travel,Male,,White or European,,35,Masters Degree (MS),,A17ZCB0IQ2ACBU,914292,914292,1,FL_10
5/31/24 12:26,5/31/24 12:27,IP Address,154.27.75.80,100,45,TRUE,5/31/24 12:27,R_70SLZc5vTgcSiv4,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,312376,,
5/31/24 12:27,5/31/24 12:28,IP Address,141.140.76.121,100,33,TRUE,5/31/24 12:28,R_58IlRvRkwimIdi0,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,AQ9MG8OFA0NGY,440081,440081,1,FL_10
5/31/24 12:27,5/31/24 12:28,IP Address,209.20.235.220,100,47,TRUE,5/31/24 12:28,R_5XijUnvFA8AQt0f,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,32,College Graduate (4 year),,AO5842JZSBPQU,436254,436254,1,FL_10
5/31/24 12:25,5/31/24 12:28,IP Address,207.180.49.178,100,178,TRUE,5/31/24 12:28,R_3EiZDGv8hZ3OD40,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Male,,White or European,,0.3,Masters Degree (MS),,A3TLC8IW764XQD,19043,19043,2,FL_11
5/31/24 12:26,5/31/24 12:29,IP Address,208.252.176.207,100,160,TRUE,5/31/24 12:29,R_1SSSpN1OOuCubh7,,,,,39.9053,-75.0023,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A1NI0EGD62HYJ9,569649,569649,2,FL_11
5/31/24 12:09,5/31/24 12:29,IP Address,64.52.26.31,100,1220,TRUE,5/31/24 12:29,R_5LZFt1PS1kSwNUd,,,,,40.5828,-73.9532,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A1L92PCE8XU51K,991860,991860,2,FL_11
5/31/24 12:29,5/31/24 12:30,IP Address,141.140.88.250,100,51,TRUE,5/31/24 12:30,R_6UByPOkHVIF17DH,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,A3HSU1K8DROMGX,885550,885550,2,FL_11
5/31/24 12:29,5/31/24 12:30,IP Address,45.158.193.151,100,87,TRUE,5/31/24 12:30,R_7Lb5XkCZ7ZyOVbm,,,,,35.2916,-80.8201,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Female,,White or European,,34,College Graduate (4 year),,A2JJQAR7THG84N,606409,606409,1,FL_10
5/31/24 12:30,5/31/24 12:31,IP Address,209.20.238.7,100,61,TRUE,5/31/24 12:31,R_5f2ZYBKttAy3CDL,,,,,40.694,-73.9901,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A2E5A3C2F4UMQO,443568,443568,2,FL_11
5/31/24 12:27,5/31/24 12:31,IP Address,154.27.75.80,100,228,TRUE,5/31/24 12:31,R_3DRvtwzY5iYv4M9,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,ARM4LBVK2JPBK,186607,186607,2,FL_11
5/31/24 12:31,5/31/24 12:32,IP Address,209.20.228.181,100,45,TRUE,5/31/24 12:32,R_1sABFsQALwrgvub,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,Both persons.,,Plane travel,Male,,White or European,,32,College Graduate (4 year),,A2M6VPQS73ODKA,890778,890778,1,FL_10
5/31/24 12:05,5/31/24 12:33,IP Address,139.171.163.120,100,1675,TRUE,5/31/24 12:33,R_3gMle0zaY0iI90p,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,White or European,,30,Masters Degree (MS),,A1OL7R4IPVZNB3,919827,919827,2,FL_11
5/31/24 12:32,5/31/24 12:33,IP Address,209.20.228.189,100,49,TRUE,5/31/24 12:33,R_68Blow2mXkkjspr,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,Both persons.,,Plane travel,Male,,White or European,,32,College Graduate (4 year),,A1H23GOMD5PGYU,140095,140095,1,FL_10
5/31/24 12:32,5/31/24 12:34,IP Address,154.27.75.80,100,98,TRUE,5/31/24 12:34,R_3flRhmaBJPz45rO,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A3V0VH031UB2MQ,885360,885360,2,FL_11
5/31/24 12:32,5/31/24 12:34,IP Address,81.161.7.103,100,70,TRUE,5/31/24 12:34,R_6EhU0WHbTbCF23H,,,,,40.7662,-74.0178,anonymous,EN,Yes,Both John and Paul,Purple,,,,,,,,,,,,,586714,,
5/31/24 12:32,5/31/24 12:34,IP Address,209.20.202.212,100,122,TRUE,5/31/24 12:34,R_6j0qsOOvNQ5ris4,,,,,40.7123,-74.0068,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,980793,,
5/31/24 12:28,5/31/24 12:34,IP Address,141.140.92.220,100,355,TRUE,5/31/24 12:34,R_7AEZaYWEIyShzNs,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,32,Masters Degree (MS),,A3QWPURMIMQTHU,460114,460114,1,FL_10
5/31/24 12:26,5/31/24 12:35,IP Address,209.20.216.101,100,526,TRUE,5/31/24 12:35,R_7n2UK5Bn8GKMh15,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,32,Masters Degree (MS),,ARBF5ZB5B6B0A,591907,591907,2,FL_11
5/31/24 12:24,5/31/24 12:35,IP Address,209.20.216.62,100,674,TRUE,5/31/24 12:35,R_1LBUJKqb9RVp5bl,,,,,35.9825,-78.5376,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,945504,,
5/31/24 12:20,5/31/24 12:35,IP Address,209.20.211.180,100,893,TRUE,5/31/24 12:35,R_51jsfiT9jBQOI2u,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,32,Masters Degree (MS),,A24WNH0XRGDD6R,483877,483877,1,FL_10
5/31/24 12:22,5/31/24 12:36,IP Address,192.227.117.80,100,841,TRUE,5/31/24 12:36,R_6O9rZCXtOAxCa5T,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Female,,White or European,,35,College Graduate (4 year),,A100146MREEWG5,,685742,1,FL_10
5/31/24 12:34,5/31/24 12:36,IP Address,81.161.7.103,100,146,TRUE,5/31/24 12:36,R_5Lf7ZW54hnJMSch,,,,,40.7662,-74.0178,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Plane travel,Male,,White or European,,1990,"Professional Degree (MD, JD, etc.)",,A47T7R7B44WFH,644758,644758,1,FL_10
5/31/24 12:36,5/31/24 12:37,IP Address,209.185.41.88,100,64,TRUE,5/31/24 12:37,R_6jey0JnQvFVjTpF,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,832034,,
5/31/24 12:37,5/31/24 12:37,IP Address,139.171.246.189,100,16,TRUE,5/31/24 12:37,R_6AjEKHUToZrmVMt,,,,,40.7852,-73.8098,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,442329,,
5/31/24 12:38,5/31/24 12:38,IP Address,192.126.240.156,100,28,TRUE,5/31/24 12:38,R_1RwigFcQTraXSg5,,,,,47.63,-122.2972,anonymous,EN,Yes,Neither John nor Paul,Purple,,,,,,,,,,,,,92052,,
5/31/24 12:37,5/31/24 12:38,IP Address,81.161.5.26,100,97,TRUE,5/31/24 12:38,R_1j6Tat2OyMK9gST,,,,,40.7662,-74.0178,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Male,,White or European,,1990,"Professional Degree (MD, JD, etc.)",,APYGJDWQF4B3L,820976,820976,1,FL_10
5/31/24 12:38,5/31/24 12:38,IP Address,192.126.240.156,100,16,TRUE,5/31/24 12:38,R_732zr4vGY58WGfD,,,,,47.63,-122.2972,anonymous,EN,Yes,Neither John nor Paul,Green,,,,,,,,,,,,,226107,,
5/31/24 12:39,5/31/24 12:39,IP Address,192.126.240.156,100,14,TRUE,5/31/24 12:39,R_1qjyRmd3gNDdYHH,,,,,47.63,-122.2972,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,490241,,
5/31/24 12:38,5/31/24 12:39,IP Address,209.20.214.86,100,85,TRUE,5/31/24 12:39,R_1YF9hvByXc4Uvy9,,,,,39.013,-76.6742,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,30,High School or Equivalent,,A3P10P8OAECZS8,377359,377359,2,FL_11
5/31/24 12:39,5/31/24 12:39,IP Address,192.126.240.156,100,11,TRUE,5/31/24 12:39,R_57ZNRMwZw02pvWx,,,,,47.63,-122.2972,anonymous,EN,Yes,Both John and Paul,Green,,,,,,,,,,,,,720310,,
5/31/24 12:38,5/31/24 12:40,IP Address,209.20.221.41,100,96,TRUE,5/31/24 12:40,R_3GBsG8E7Rs4mlma,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A18A2VFK9OP891,952720,952720,1,FL_10
5/31/24 12:23,5/31/24 12:40,IP Address,209.20.211.56,100,1013,TRUE,5/31/24 12:40,R_7mKiMpfMAidbhWa,,,,,33.8737,-118.236,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,AX7QQOHDPRCZ,424121,424121,2,FL_11
5/31/24 12:39,5/31/24 12:41,IP Address,192.126.240.156,100,84,TRUE,5/31/24 12:41,R_3NVsA6l1Kry0bKD,,,,,47.63,-122.2972,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Teletransportation,Male,,White or European,,34,Masters Degree (MS),,A2C3WYQ0J2X3NV,179824,179824,2,FL_11
5/31/24 12:40,5/31/24 12:41,IP Address,81.161.6.247,100,76,TRUE,5/31/24 12:41,R_3PZjCheNEIy1pzN,,,,,40.7662,-74.0178,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Male,,White or European,,34,"Professional Degree (MD, JD, etc.)",,A2GCQ0HHG9S2H7,274676,274676,1,FL_10
5/31/24 12:41,5/31/24 12:42,IP Address,139.171.147.96,100,38,TRUE,5/31/24 12:42,R_1uCjZFYMa7n9dPH,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Plane travel,Male,,White or European,,30,Masters Degree (MS),,A3LK1H11I42LJV,191034,191034,1,FL_10
5/31/24 12:43,5/31/24 12:43,IP Address,139.171.149.192,100,31,TRUE,5/31/24 12:43,R_5OEpHsKYaYU9PPz,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,Black or African American,,30,Masters Degree (MS),,ATQBJ3ADI2C1U,407763,407763,2,FL_11
5/31/24 12:44,5/31/24 12:44,IP Address,139.171.159.172,100,32,TRUE,5/31/24 12:44,R_6ql90iibHHmZlm6,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Plane travel,Male,,Black or African American,,30,Masters Degree (MS),,A15IM12KKTSQV7,698766,698766,1,FL_10
5/31/24 12:40,5/31/24 12:46,IP Address,139.171.188.84,100,323,TRUE,5/31/24 12:46,R_7iJQM1t2vRNzaWB,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A21S61VQZK1FXK,651269,651269,2,FL_11
5/31/24 12:43,5/31/24 12:46,IP Address,141.140.92.208,100,148,TRUE,5/31/24 12:46,R_6yo9zntWKZKGrQd,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A2418HNPGR8AZO,595833,595833,1,FL_10
5/31/24 12:35,5/31/24 12:46,IP Address,139.171.163.114,100,658,TRUE,5/31/24 12:46,R_7QJzxCYH3eayz4U,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A3HDQ8533C4S0T,956418,956418,2,FL_11
5/31/24 12:33,5/31/24 12:46,IP Address,139.171.163.120,100,775,TRUE,5/31/24 12:46,R_1d68Bq10ftgj5n9,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A1OL7R4IPVZNB3,851448,851448,2,FL_11
5/31/24 12:14,5/31/24 12:46,IP Address,207.180.48.166,100,1945,TRUE,5/31/24 12:46,R_5nx9TtAqppbDTSi,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A3OJVV57ABSVVT,619935,619935,1,FL_10
5/31/24 12:48,5/31/24 12:48,IP Address,137.155.46.119,100,33,TRUE,5/31/24 12:48,R_57XwlwARWlgYBe9,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Plane travel,Male,,Black or African American,,30,High School or Equivalent,,A1RLVHTUXJEJDA,good,773501,1,FL_10
5/31/24 12:47,5/31/24 12:49,IP Address,209.20.226.192,100,124,TRUE,5/31/24 12:49,R_6wRDdXRU32Pww2E,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,Black or African American,,30,High School or Equivalent,,A1KSSTUU80SU7C,goood,935093,2,FL_11
5/31/24 12:51,5/31/24 12:52,IP Address,37.230.138.242,100,60,TRUE,5/31/24 12:52,R_8xQlusPjHGWamk1,,,,,51.4964,-0.1224,anonymous,EN,Yes,Paul,Purple,,Only the person from his friend's house.,Plane travel,Male,,White or European,,36,College Graduate (4 year),,A2EOOFRS2CYGW0,383645,383645,2,FL_11
5/31/24 12:52,5/31/24 12:55,IP Address,63.113.30.212,100,140,TRUE,5/31/24 12:55,R_3mkPmQtyvfyQPs1,,,,,39.7536,-86.1935,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,24,College Graduate (4 year),,A347RNOTLHX3PF,464248,464248,1,FL_10
5/31/24 12:54,5/31/24 12:55,IP Address,74.122.60.178,100,83,TRUE,5/31/24 12:55,R_33yafrhGUW0BSp3,,,,,39.9391,-83.0474,anonymous,EN,Yes,Paul,Purple,Only the person at his friend's house.,,Teletransportation,Female,,White or European,,37,College Graduate (4 year),,A2IHEI9OH40O7L,,508019,1,FL_10
5/31/24 12:56,5/31/24 12:58,IP Address,204.242.1.125,100,133,TRUE,5/31/24 12:58,R_7yaeJIAVGKxTzB4,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,A3L39MT6QXYCJD,737385,737385,2,FL_11
5/31/24 12:57,5/31/24 12:58,IP Address,209.20.220.210,100,95,TRUE,5/31/24 12:58,R_11XmxkWYRzoNMZr,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,25,College Graduate (4 year),,A2H66DAMMPH4XU,921392,921392,1,FL_10
5/31/24 12:56,5/31/24 12:59,IP Address,208.194.208.211,100,214,TRUE,5/31/24 12:59,R_7tAXbfrQqjYG93j,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Plane travel,Female,,White or European,,1995,Masters Degree (MS),,A27TJ2BRU6VFEJ,GOOD,47102,2,FL_11
5/31/24 12:59,5/31/24 13:00,IP Address,208.207.141.241,100,89,TRUE,5/31/24 13:00,R_7qpQtkT52rKwCVU,,,,,40.7637,-73.7695,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,35,College Graduate (4 year),,A2N5D3P3HPAOCI,98675,98675,2,FL_11
5/31/24 12:56,5/31/24 13:00,IP Address,137.155.37.29,100,254,TRUE,5/31/24 13:00,R_6OZRCs3ps6n1pEk,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Plane travel,Male,,White or European,,38,High School or Equivalent,,A2NIDBYFIU9QK8,,231465,2,FL_11
5/31/24 12:56,5/31/24 13:01,IP Address,209.166.207.21,100,244,TRUE,5/31/24 13:01,R_7pmphqh9ON3AOK0,,,,,29.9762,-95.6401,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Plane travel,Male,,White or European,,34,Some College,,A1BYJGD9YRWJ96,37698,37698,1,FL_10
5/31/24 12:55,5/31/24 13:01,IP Address,208.252.177.129,100,366,TRUE,5/31/24 13:01,R_5lWV42NMd39f6kl,,,,,39.9053,-75.0023,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,A3UYKS0IY7KZQI,73323,73323,2,FL_11
5/31/24 12:55,5/31/24 13:01,IP Address,208.196.108.105,100,366,TRUE,5/31/24 13:01,R_50q6fekrNZxpK0f,,,,,35.9375,-84.073,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Teletransportation,Female,,White or European,,25,College Graduate (4 year),,A1DNOCMUCJNYO8,good,910368,1,FL_10
5/31/24 13:00,5/31/24 13:01,IP Address,208.194.201.167,100,50,TRUE,5/31/24 13:01,R_7Le8PMAIFC3ckX3,,,,,40.0619,-74.9987,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Plane travel,Female,,White or European,,25,College Graduate (4 year),,A1VALXLXYB2XVW,254141,254141,1,FL_10
5/31/24 12:57,5/31/24 13:02,IP Address,108.54.210.9,100,291,TRUE,5/31/24 13:02,R_1gODinYMR8fEc8M,,,,,40.7341,-73.7962,anonymous,EN,Yes,Paul,Purple,,Both persons.,Plane travel,Female,,White or European,,35,College Graduate (4 year),,A19DOLZ6CZUUX5,234605,234605,2,FL_11
5/31/24 13:01,5/31/24 13:02,IP Address,208.207.155.160,100,73,TRUE,5/31/24 13:02,R_1sbBcagEIhm5FgE,,,,,40.7637,-73.7695,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Female,,White or European,,35,College Graduate (4 year),,A3EQJNW5E132JK,873531,873531,2,FL_11
5/31/24 13:01,5/31/24 13:02,IP Address,139.171.170.5,100,65,TRUE,5/31/24 13:02,R_76D1SeVjwv99V2V,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,665657,,
5/31/24 13:02,5/31/24 13:03,IP Address,209.20.228.172,100,96,TRUE,5/31/24 13:03,R_6VdP3viPdfE0ldb,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,25,College Graduate (4 year),,AE5IAHHHLLLG,15775,15775,1,FL_10
5/31/24 12:57,5/31/24 13:04,IP Address,204.242.1.226,100,379,TRUE,5/31/24 13:04,R_6V9DpQIkd5Py5tr,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,27,Some College,,ALUX8TKUMUPZL,978410,978410,2,FL_11
5/31/24 13:02,5/31/24 13:04,IP Address,209.20.215.157,100,118,TRUE,5/31/24 13:04,R_3B8qn5bBAPkxOuK,,,,,39.013,-76.6742,anonymous,EN,Yes,Paul,Purple,Only the person at his relative's house.,,Plane travel,Female,,White or European,,40,College Graduate (4 year),,A32YOD79DL837P,255978,255978,1,FL_10
5/31/24 13:01,5/31/24 13:05,IP Address,154.27.76.206,100,249,TRUE,5/31/24 13:05,R_3MNhOWpCbQmXwhQ,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,35,College Graduate (4 year),,APY9MEBV8JGV6,881526,881526,1,FL_10
5/31/24 12:59,5/31/24 13:05,IP Address,137.155.34.7,100,324,TRUE,5/31/24 13:05,R_7KUrLWnOKgbu1nn,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Plane travel,Female,,White or European,,38,High School or Equivalent,,ARLBVVSM4T0VQ,,100768,2,FL_11
5/31/24 13:01,5/31/24 13:05,IP Address,162.253.252.114,100,249,TRUE,5/31/24 13:05,R_14LZoFU7qkgfaBO,,,,,45.4153,-75.6894,anonymous,EN,Yes,Paul,Purple,,Only the person from his relative's house.,Plane travel,Male,,White or European,,34,College Graduate (4 year),,A10UTEWPNN0Y7R,643098,643098,2,FL_11
5/31/24 12:57,5/31/24 13:05,IP Address,149.143.128.218,100,470,TRUE,5/31/24 13:05,R_5Hv5jQxiPwIWNet,,,,,40.7205,-73.8796,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,Hispanic or Latino,,33,College Graduate (4 year),,A6V08VWB6ASYI,,255957,1,FL_10
5/31/24 13:05,5/31/24 13:06,IP Address,209.20.235.194,100,60,TRUE,5/31/24 13:06,R_3wypUDfvo25UvXl,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,,Both persons.,Teletransportation,Male,,White or European,,25,College Graduate (4 year),,A388VQUQJEFITY,803772,803772,2,FL_11
5/31/24 12:59,5/31/24 13:06,IP Address,149.143.131.143,100,433,TRUE,5/31/24 13:06,R_7hFOk98FOQoMlJP,,,,,40.7205,-73.8796,anonymous,EN,Yes,Paul,Purple,Both persons.,,Teletransportation,Male,,White or European,,33,College Graduate (4 year),,A13N8WGI2AB9AC,729584,729584,1,FL_10
5/31/24 13:04,5/31/24 13:06,IP Address,139.171.170.5,100,122,TRUE,5/31/24 13:06,R_7xDdIlfNLzVQnGO,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,I am not sure.,Plane travel,Male,,White or European,,1989,Masters Degree (MS),,A3M2Q0DBN1V2TI,970214,970214,2,FL_11
5/31/24 13:05,5/31/24 13:07,IP Address,154.27.78.215,100,125,TRUE,5/31/24 13:07,R_7B3OEmIp8UyAfwD,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,902029,,
