StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent_q,attn_1,attn_2,basic_identity_1,q_instruction_First Click,q_instruction_Last Click,q_instruction_Page Submit,q_instruction_Click Count,q_see,q_hear,q_smell,simultaneous_or_flip,first_identity_1,comp_q,gender,gender_4_TEXT,ethnicity,ethnicity_6_TEXT,age,education,education_8_TEXT,Q30,Q31,RandomID,cond
2024-06-28 13:51:22,2024-06-28 13:56:03,IP Address,209.114.11.4,100,280,True,2024-06-28 13:56:03,R_53sBxxKWVd4fjaA,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,76.014,0,"In the first house, I see a cozy living room with a fireplace, a plush sofa, and a coffee table stacked with books and a vase of fresh flowers. The walls are adorned with family photos and colorful artwork. The kitchen is bright and spacious, with a large island, stainless steel appliances, and a view of the backyard garden. Upstairs, there are three bedrooms, each with their own unique decor and style.","In the first house, I can hear the sound of the television playing in the background, the faint hum of the air conditioner, and my family talking in the kitchen. In the second house, I can hear the sound of a dog barking outside, the wind rustling through the trees, and the occasional car driving by on the street. It's a surreal experience to hear both sets of noises at the same time.","In the first house, I smell the aroma of freshly baked cookies wafting through the air, mixed with the scent of a fragrant candle burning in the living room. The cozy smell of warm blankets and pillows adds a comforting touch to the atmosphere.

","Single consciousness, split screen",82,Farming,Male,,White or European,,33,College Graduate (4 year),,A1IJ1GN68FM5UX,424615,424615,2
2024-06-28 13:54:19,2024-06-28 13:56:34,IP Address,204.114.115.5,100,134,True,2024-06-28 13:56:34,R_3rr9RatmjnnqjlE,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,33,,,,,,,,,,Teletransportation,Female,,White or European,,32,College Graduate (4 year),,A1ADDI7HPTZHSK,,871580,1
2024-06-28 13:38:48,2024-06-28 13:56:39,IP Address,137.155.34.14,100,1070,True,2024-06-28 13:56:39,R_6MrGrpbTRjrZbxj,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,55.363,56.81,195.295,5,"i could see  my relative and my friend at the same time at their house .
",i can see my friend cooking and my relative sweeping in their house.,"i could smell the smell of food in my friends house, and dust while my relative  sweeping.","Single consciousness, flipping",91,Teletransportation,Female,,White or European,,36,Masters Degree (MS),,A11EUMX3PJE21B,,845783,2
2024-06-28 13:34:05,2024-06-28 13:57:10,IP Address,209.114.20.231,100,1384,True,2024-06-28 13:57:10,R_1LUrKxZTYGERmQY,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,82,,,,,,,,,,Farming,Male,,White or European,,33,Masters Degree (MS),,A1PAPBR98GW6X4,781817,781817,1
2024-06-28 13:49:21,2024-06-28 13:57:17,IP Address,192.126.156.101,100,475,True,2024-06-28 13:57:17,R_6jPuiKiY5K81vWU,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,70,,,,,,,,,,Teletransportation,Male,,White or European,,32,High School or Equivalent,,A2SXSCFKFB1PLM,783034,783034,1
2024-06-28 13:38:34,2024-06-28 13:57:21,IP Address,209.114.8.136,100,1126,True,2024-06-28 13:57:21,R_3DNABVqhs31ghMQ,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,20.709,25.248,98.919,7,"In the beach house, I see the sandy shores stretching out in front of me, with waves crashing against the shore. The sun is setting in the distance, casting a warm glow over the surroundings. Inside, I see cozy furnishings and a laid-back beach vibe.

In the mountain house, I see towering pine trees surrounding the cabin, with a crisp mountain breeze blowing through the air. The sun is shining brightly overhead, illuminating the rugged landscape. Inside, I see rustic wood beams and a cozy fireplace to keep warm.","In the modern house, I hear the hum of electronic devices, the sound of a television playing in the background, and the clinking of dishes as someone prepares a meal in the kitchen. Outside, I hear the distant sounds of cars passing by and birds chirping in the trees.

In the traditional house, I hear the creaking of old wooden floorboards as I walk through the hallway, the crackling of a fire in the fireplace, and the faint sound of wind blowing outside. There is a sense of quiet tranquility in this house, with only the occasional sound of a ticking clock breaking the silence.","In the first house, I smell the aroma of freshly baked chocolate chip cookies wafting from the kitchen. The sweet scent mixes with the citrusy aroma of a nearby candle burning, creating a warm and inviting atmosphere.

In the second house, I smell the earthy scent of wood burning in the fireplace, mingling with the crispness of fresh pine from a nearby Christmas tree. The cozy fragrance wraps around me, making me feel relaxed and content.","Single consciousness, flipping",79,Teletransportation,Male,,White or European,,32,College Graduate (4 year),,A34N51XCTTHTFX,305819,305819,2
2024-06-28 13:56:44,2024-06-28 13:57:31,IP Address,209.20.225.88,100,46,True,2024-06-28 13:57:31,R_1jbtTlYqFIF7lxD,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,95,,,,,,,,,,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A38VA2POSTUVHE,110829,110829,1
2024-06-28 13:36:45,2024-06-28 13:57:31,IP Address,209.114.9.139,100,1246,True,2024-06-28 13:57:32,R_5FRKIjgfiYx6Cmh,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,35.69,41.42,88.378,6," I stand in the modern house, I see sleek furniture, clean lines, and minimalist decorations. The colors are neutral with pops of vibrant hues scattered throughout the room. I notice large windows letting in natural light and offering views of the surrounding landscape.

In the traditional house, I see ornate furniture, rich fabrics, and intricate design details. The walls are adorned with tapestries, paintings, and photos showcasing the family's history. The rooms are cozy and inviting, with warm lighting and a comforting atmosphere.

I feel a sense of contrast between the two houses as I take in the modern aesthetics of one and the classic charm of the other. It's fascinating to experience these different styles and imagine the lives of the people who inhabit each dwelling.","In the red house, I hear the sound of a ticking clock on the wall, the subtle hum of the air conditioner, and the muffled voices of my family downstairs. In the blue house, I hear the gentle rustling of the trees outside, the distant chirping of birds, and the soft sound of a nearby stream flowing. The contrasting sounds create a sense of calm and coziness in both spaces.","In the French countryside house, I smell the fragrance of freshly baked baguettes coming from the nearby bakery. The aroma of lavender also drifts through the air, mixed with the earthy smell of the vineyards surrounding the property.

In the bustling city apartment, the scent of coffee brewing in the morning wafts through the rooms, intermingling with the subtle hint of fresh flowers. The faint aroma of spicy curry from the Indian restaurant downstairs can also be detected, adding to the sensory experience.","Single consciousness, split screen",78,Farming,Male,,White or European,,33,Masters Degree (MS),,A3NW750Z6LWNPC,390567,390567,2
2024-06-28 13:38:08,2024-06-28 13:57:53,IP Address,137.155.34.11,100,1184,True,2024-06-28 13:57:53,R_6eVVSx1qrFYsHPb,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,101.991,0,"i could see  my relative and my friend at the same time at their house .

i could see  my relative and my friend at the same time at their house .

i could see  my relative and my friend at the same time at their house .

",i can see my friend cooking and my relative sweeping in their house.,"i could smell the smell of food in my friends house, and dust while my relative  sweeping i could smell the smell of food in my friends house, and dust while my relative  sweeping ","Single consciousness, flipping",36,Teletransportation,Male,,White or European,,38,College Graduate (4 year),,A3AVD2DMEO6A52,,419418,2
2024-06-28 13:56:10,2024-06-28 13:58:03,IP Address,209.20.235.209,100,113,True,2024-06-28 13:58:03,R_5RkI4PgAQ202wQW,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,89,,,,,,,,,,Teletransportation,Male,,White or European,,33,College Graduate (4 year),,A3BDKNQIJHQ027,20629,20629,1
2024-06-28 13:55:49,2024-06-28 13:58:05,IP Address,38.240.141.69,100,136,True,2024-06-28 13:58:06,R_1xGaVVWJIDoB3W2,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,91,,,,,,,,,,Teletransportation,Female,,White or European,,34,"Professional Degree (MD, JD, etc.)",,A3JEZEPRDOOQ58,,794856,1
2024-06-28 13:39:02,2024-06-28 13:59:10,IP Address,192.126.169.6,100,1207,True,2024-06-28 13:59:10,R_70fdaOhjUWwvJ0D,,,,,47.63,-122.2972,anonymous,EN,Yes,Paul,Purple,84,,,,,,,,,,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A1XCYBWVKTVOW9,549885,549885,1
2024-06-28 13:58:40,2024-06-28 13:59:26,IP Address,209.20.229.110,100,45,True,2024-06-28 13:59:26,R_6y3LA7uNwyB06I4,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,88,,,,,,,,,,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A2ROZMCATNS36J,352321,352321,1
2024-06-28 13:56:15,2024-06-28 13:59:32,IP Address,139.171.149.192,100,196,True,2024-06-28 13:59:32,R_1qwMNQy2sd9IEdn,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,0,0,105.781,0,"Explanation: Imagining scenarios and talking to oneself does not necessarily indicate mental illness. ","Explanation: Imagining scenarios and talking to oneself does not necessarily indicate mental illness. ","Explanation: Imagining scenarios and talking to oneself does not necessarily indicate mental illness. ",Two consciousnesses,100,Farming,Male,,Black or African American,,30,Masters Degree (MS),,ATQBJ3ADI2C1U,874881,874881,2
2024-06-28 13:58:41,2024-06-28 13:59:44,IP Address,139.171.217.12,100,63,True,2024-06-28 13:59:45,R_5Cy3w654iZqiyyZ,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,50,,,,,,,,,,Teletransportation,Male,,White or European,,33,College Graduate (4 year),,AGUEPSTCOI2OU,72709,72709,1
2024-06-28 13:48:19,2024-06-28 13:59:57,IP Address,140.233.224.56,100,697,True,2024-06-28 13:59:57,R_3jvV4Oxi0rUYblB,,,,,40.5802,-74.3594,anonymous,EN,Yes,Paul,Purple,60,,,,,,,,,,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,AEB2X4ZHC7OXO,757080,757080,1
2024-06-28 13:57:03,2024-06-28 14:00:09,IP Address,139.171.148.20,100,185,True,2024-06-28 14:00:10,R_5UWtVtLAmpjxhwQ,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,0,0,84.092,0,"Explanation: Imagining scenarios and talking to oneself does not necessarily indicate mental illness. ","Explanation: Imagining scenarios and talking to oneself does not necessarily indicate mental illness. ","Explanation: Imagining scenarios and talking to oneself does not necessarily indicate mental illness. ","Single consciousness, split screen",75,Farming,Male,,Black or African American,,30,Masters Degree (MS),,A3429TYOQIQIHM,553202,553202,2
2024-06-28 13:54:47,2024-06-28 14:00:23,IP Address,154.37.81.100,100,336,True,2024-06-28 14:00:24,R_1NMwktBW5vjEsjT,,,,,39.9528,-75.1646,anonymous,EN,Yes,Paul,Purple,,0,0,63.24,0,"beautiful living room and kitchen ","fish fry sound my kitchen ","fish fry smell in my kitchen ",Two consciousnesses,85,Teletransportation,Male,,White or European,,22,Masters Degree (MS),,A1M64YNK064YJ,524394,524394,2
2024-06-28 13:56:25,2024-06-28 14:00:49,IP Address,67.0.195.104,100,264,True,2024-06-28 14:00:50,R_3mfS30eULDMT9fA,,,,,35.1871,-106.6659,anonymous,EN,Yes,Paul,Purple,,62.856,62.856,64.004,1,"I see both places simultaneously, as if you had turned down the opacity of each so they overlay like a double exposure. ","I hear all of the noises of both locations simultaneously. ","Again, I smell all of the smells of both locations simultaneously, as if they were combined.","Single consciousness, simultaneous",91,Teletransportation,Male,,Hispanic or Latino,,40,College Graduate (4 year),,A3KF6O09H04SP7,614926,614926,2
2024-06-28 13:57:52,2024-06-28 14:01:12,IP Address,139.171.148.137,100,200,True,2024-06-28 14:01:13,R_5oZaJblxfng09JI,,,,,43.1139,-79.0425,anonymous,EN,Yes,Paul,Purple,,0,0,135.505,0,"Becky Hemsley Poetry, Leicester, United Kingdom. 129501 likes · 30057 talking about this.","Becky Hemsley Poetry, Leicester, United Kingdom. 129501 likes · 30057 talking about this.","Becky Hemsley Poetry, Leicester, United Kingdom. 129501 likes · 30057 talking about this.","Single consciousness, split screen",92,Farming,Male,,White or European,,30,Masters Degree (MS),,A14ZINPNDMGF0E,3003,3003,2
2024-06-28 13:49:56,2024-06-28 14:01:55,IP Address,209.20.206.118,100,718,True,2024-06-28 14:01:55,R_5ZE7T6dpm3QGSfW,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,5.541,53.094,639.813,22,NOTHING TO SEE THIS,NOTHING TO SEE THIS,NOTHING TO SEE THIS,Two consciousnesses,27,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A2E5OZ4T5ATU1E,267041,267041,2
2024-06-28 13:43:32,2024-06-28 14:02:04,IP Address,69.91.157.252,100,1112,True,2024-06-28 14:02:05,R_1TWlkxGiMaiDN8R,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,5.522,11.259,76.665,7,"In the first house,In the first house, I see a cozy living room with a fireplace, a comfortable couch, and a Persian rug. There is a large window letting in the sunlight, and a bookshelf filled with books on one wall. The kitchen is modern and spacious, with stainless steel appliances and a granite countertop.

 I see a cozy living room with a fireplace, a comfortable couch, and a Persian rug. There is a large window letting in the sunlight, and a bookshelf filled with books on one wall. The kitchen is modern and spacious, with stainless steel appliances and a granite countertop.
In the first house, I see a cozy living room with a fireplace, a comfortable couch, and a Persian rug. There is a large window letting in the sunlight, and a bookshelf filled with books on one wall. The kitchen is modern and spacious, with stainless steel appliances and a granite countertop.

"," In House A, I hear the sound of a TV playing in the background, the hum of the refrigerator, and the occasional creak of the floorboards as someone walks around. In House B, I hear the sound of a dog barking outside, the rustling of the wind through the trees, and the distant sound of a car passing by on the street. The two soundscapes blend together in a strange harmony, creating a sense of being in two places at once.","In the first house, I smell the sweet aroma of freshly baked cookies, mingled with the scent of vanilla candles burning nearby. The air is filled with a warm, comforting fragrance that makes me feel at ease.","Single consciousness, simultaneous",85,Farming,Male,,White or European,,33,College Graduate (4 year),,A3KYEAT5BT4Z4Y,265900,265900,2
2024-06-28 13:35:56,2024-06-28 14:02:25,IP Address,154.27.77.100,100,1588,True,2024-06-28 14:02:26,R_1QGFEpnu4p7qOzD,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Purple,,7.293,60.279,62.16,15,"I see my friend cooking in a bright, cozy kitchen with modern appliances and sunlight streaming through the windows. Simultaneously, I see my relative sweeping in a tidy living room adorned with family photos and well-lit by soft sunlight from open windows





","I hear the gentle bubbling of a pot on the stove and my friend humming a tune in the kitchen. At the same time, I hear the rhythmic swish of the broom on the floor and the soft strains of background music playing in my relative's living room





","I smell the rich aroma of a delicious meal cooking on the stove and the faint scent of freshly baked bread in the kitchen. Simultaneously, I catch the clean scent of a recently cleaned house with a hint of lavender or citrus, mingled with the fresh air coming through the open windows in the living room





","Single consciousness, split screen",70,Teletransportation,Female,,White or European,,25,Masters Degree (MS),,A1PJROE9CG07U7,178544,178544,2
2024-06-28 13:57:54,2024-06-28 14:02:32,IP Address,204.114.115.219,100,278,True,2024-06-28 14:02:33,R_6hLJiviTSJsU7JL,,,,,35.9825,-78.5376,anonymous,EN,Yes,Paul,Purple,50,,,,,,,,,,Teletransportation,Male,,White or European,,36,College Graduate (4 year),,A1A5TTD74U70ST,,101399,1
2024-06-28 13:44:15,2024-06-28 14:02:48,IP Address,38.240.142.92,100,1112,True,2024-06-28 14:02:48,R_7Yz90kFr4X9Nj5C,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,0,0,63.625,0," Both homes are equipped with advanced technology that seamlessly integrates into daily life. From cooking aids to cleaning robots, everything is designed to make tasks easier and more efficient.","The chirping of birds and rustling leaves at Alex's house contrast with the distant city sounds at Maria’s home, highlighting the coexistence of nature and urban life in both environments.","The scent of blooming flowers and fresh garden air at Alex's house contrasts with the occasional whiffs of city rain and greenery at Maria’s place, showing a blend of nature and urban life in both environments.",Two consciousnesses,70,Teletransportation,Male,,White or European,,29,Masters Degree (MS),,A106LKOIXL2ZSR,"The descriptions provided a vivid and detailed sensory experience, making it easy to imagine being in both locations simultaneously.",989796,2
2024-06-28 14:01:58,2024-06-28 14:02:48,IP Address,209.20.227.127,100,49,True,2024-06-28 14:02:48,R_1Of800orAfqsmdA,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A2Y8QRPUA1RU6D,94858,94858,1
2024-06-28 13:45:15,2024-06-28 14:02:52,IP Address,209.20.248.164,100,1057,True,2024-06-28 14:02:53,R_7DiZTWKWngq5Veh,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,73.378,0,friend is cooking. relative is sweeping,sound of cooking like seasoning grinding and sound of sweeping the floor with broomstick,"in my friend's home the smell of spices and cooking of vegtables coming. In relatives house the smell of dust particles ","Single consciousness, split screen",82,Teletransportation,Male,,White or European,,35,Masters Degree (MS),,A30HEV7YS87BSK,312147,312147,2
2024-06-28 13:45:56,2024-06-28 14:04:03,IP Address,154.27.76.210,100,1086,True,2024-06-28 14:04:03,R_1hFhsTzFvq3dIil,,,,,26.7158,-80.0491,anonymous,EN,Yes,Paul,Green,,,,,,,,,,,,,,,,,,,,,226540,
2024-06-28 14:03:45,2024-06-28 14:04:25,IP Address,139.171.194.44,100,39,True,2024-06-28 14:04:25,R_1gSV4TlD9prkS8p,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,65,,,,,,,,,,Farming,Male,,White or European,,30,Masters Degree (MS),,A3UKR1684W3BW5,666084,666084,1
2024-06-28 13:57:04,2024-06-28 14:04:34,IP Address,209.114.28.220,100,450,True,2024-06-28 14:04:34,R_639jW1trSFDkHQu,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,75.922,0,"In my friend's house, I see them cooking in the kitchen. I see pots and pans on the stove, ingredients laid out on the counter, and the delicious aroma of food cooking filling the air. I hear the sizzle of food on the stove and my friend humming a tune as they work.
In my relative's house, I see them sweeping the floor. I see the dust particles floating in the air as they move the broom back and forth. I hear the swishing sound of the broom on the floor and the occasional creak of the floorboards as they walk around. Additionally, I smell the faint scent of cleaning products in the air.","In my friend's house, I hear the sizzling of food cooking on the stove, the clinking of utensils, and the sound of light music playing in the background. In my relative's house, I hear the swooshing sound of the broom against the floor, the hum of the vacuum cleaner, and the distant chatter of neighbors outside.","In my friend's house, I smell the delicious aroma of something cooking, perhaps a savory dish with herbs and spices filling the air. In my relative's house, I smell the fresh scent of cleaning products mixed with a hint of dust from sweeping. The contrasting smells create an interesting sensory experience as I try to process being in two places at once.","Single consciousness, split screen",72,Farming,Male,,White or European,,1990,College Graduate (4 year),,A1HHJALXT67DO7,826124,826124,2
2024-06-28 13:49:59,2024-06-28 14:04:36,IP Address,139.171.246.212,100,877,True,2024-06-28 14:04:37,R_5rSYIOz9OReB53k,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,,6.509,15.503,92.846,3,You step out of the Teletransporter and find yourself in a spacious living room with a high ceiling,"The quiet, rhythmic swish of the smart broom as it autonomously sweeps the floor","The occasional mix of outdoor and indoor fragrances, creating a harmonious blend that reflects the advanced yet natural living environment of the year 2450","Single consciousness, flipping",100,Teletransportation,Female,,White or European,,32,Masters Degree (MS),,A2VWNL8CW78HVC,404710,404710,2
2024-06-28 13:36:53,2024-06-28 14:04:42,IP Address,209.20.215.128,100,1668,True,2024-06-28 14:04:42,R_734484KdC6RDVCx,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,59.741,242.762,292.494,6,You step out of the Teletransporter and find yourself in a spacious living room with a high ceiling,"The quiet, rhythmic swish of the smart broom as it autonomously sweeps the floor","The occasional mix of outdoor and indoor fragrances, creating a harmonious blend that reflects the advanced yet natural living environment of the year 2450","Single consciousness, simultaneous",91,Teletransportation,Female,,White or European,,32,College Graduate (4 year),,A1AQZX9Y4N8QUY,888113,888113,2
2024-06-28 13:41:01,2024-06-28 14:04:43,IP Address,209.20.205.182,100,1422,True,2024-06-28 14:04:43,R_1IioZ5Yy9jqVq1U,,,,,40.6115,-74.0156,anonymous,EN,Yes,Paul,Purple,,46.48,96.616,119.447,3,my friends and my relatives,my friends and my relatives,my friends and my relatives,"Single consciousness, split screen",45,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A2FBHAG8JLB1VK,,540042,2
2024-06-28 13:42:54,2024-06-28 14:04:54,IP Address,209.114.20.74,100,1320,True,2024-06-28 14:04:54,R_33ZuHUjrCxwQapF,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,62.973,0,"At my friend's house, I see them cooking a delicious meal, the smell of spices and food cooking fills the air. I hear the sound of sizzling and the clinking of pots and pans as they move around the kitchen.

At my relative's house, I see them sweeping the floor, the smell of cleaning products and dust fills the air. I hear the sound of the broom sweeping back and forth, the occasional creak of the floorboards as they move around the room.","In my friend's house, I hear the sizzling of food cooking on the stove, the chopping of vegetables, and the sound of water boiling. There is a soft hum of appliances in the background.

In my relative's house, I hear the swishing sound of the broom sweeping across the floor, the occasional clatter of objects being moved around, and the faint sound of a radio playing music or news in the distance.

The combination of these sounds creates a sense of warmth and activity in both houses, making me feel connected to both places at once.","As I imagine being at my friend and relative's houses simultaneously, I smell the delicious aroma of food cooking in my friend's house. It's a mix of spices and herbs, making my mouth water. At the same time, I smell the fresh scent of cleanliness in my relative's house, with a hint of dust from the sweeping. The contrast of scents between the two houses is intriguing and fills my mind with a sense of duality.","Single consciousness, split screen",69,Farming,Male,,White or European,,1990,College Graduate (4 year),,AUVOP2ONXU7N5,546871,546871,2
2024-06-28 13:46:49,2024-06-28 14:04:55,IP Address,38.240.138.146,100,1085,True,2024-06-28 14:04:55,R_3qqmGZVVSkWqesK,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,,0,0,117.111,0," Both homes are equipped with advanced technology that seamlessly integrates into daily life. From cooking aids to cleaning robots, everything is designed to make tasks easier and more efficient.","The chirping of birds and rustling leaves at Alex's house contrast with the distant city sounds at Maria’s home, highlighting the coexistence of nature and urban life in both environments.","The scent of blooming flowers and fresh garden air at Alex's house contrasts with the occasional whiffs of city rain and greenery at Maria’s place, showing a blend of nature and urban life in both environments.",Two consciousnesses,81,Teletransportation,Male,,White or European,,28,Masters Degree (MS),,A3LDO79YUW4MMW,"The descriptions provided a vivid and detailed sensory experience, making it easy to imagine being in both locations simultaneously.",701661,2
2024-06-28 13:58:27,2024-06-28 14:05:19,IP Address,209.114.13.79,100,411,True,2024-06-28 14:05:20,R_1n9J3AXgA8KqXQY,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,39.888,39.888,134.739,1,"Mutual dreaming is the concept of experiencing the same dream with somebody else at the same time, and although there's no scientific evidence to back this up, countless personal anecdotes suggest its possible existence.","Mutual dreaming is the concept of experiencing the same dream with somebody else at the same time, and although there's no scientific evidence to back this up, countless personal anecdotes suggest its possible existence.","Phantosmia may be caused by a head injury or upper respiratory infection. It also can be caused by aging, trauma, temporal lobe seizures, inflamed sinuses, brain tumors, certain medicines and Parkinson's disease. Phantosmia also can result from a COVID-19 infection.
",Two consciousnesses,90,Farming,Male,,White or European,,37,College Graduate (4 year),,AUODDEEPFCOO3,12515,12515,2
2024-06-28 13:52:42,2024-06-28 14:05:22,IP Address,209.114.4.35,100,760,True,2024-06-28 14:05:22,R_3EipSckGTDvpZWa,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,63.149,0,my friend and my relatives,my friend and relatives,my friend and relatives,"Single consciousness, split screen",47,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A2TYKXFXQHGF1T,good,984387,2
2024-06-28 14:05:05,2024-06-28 14:05:43,IP Address,139.171.199.186,100,38,True,2024-06-28 14:05:44,R_6AkyhbKl5LNCUc9,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,79,,,,,,,,,,Farming,Male,,White or European,,30,Masters Degree (MS),,A1FE2RW6KRM1R0,332765,332765,1
2024-06-28 14:04:02,2024-06-28 14:06:32,IP Address,192.126.181.20,100,149,True,2024-06-28 14:06:32,R_5zLvgJUeU69zLFL,,,,,47.63,-122.2972,anonymous,EN,Yes,Paul,Purple,,0,0,94.028,0,nothing to see this,nothing to see this,nothing to see this,Two consciousnesses,28,Teletransportation,Male,,White or European,,30,College Graduate (4 year),,A2QO2K51UYQO36,149120,149120,2
2024-06-28 13:45:25,2024-06-28 14:07:09,IP Address,137.155.6.166,100,1303,True,2024-06-28 14:07:10,R_1XiEIwJiXu7fLbP,,,,,39.1987,-119.7526,anonymous,EN,Yes,Paul,Purple,,4.774,69.341,69.874,3,I See my friend standing in the kitchen focused on cooking,"i hear the sizzling of food cooking on the stove the clinking of utensils, and my friend humming a tune","i smell the fresh , clean scent of a recently tidied room","Single consciousness, simultaneous",93,Teletransportation,Male,,Asian,,25,College Graduate (4 year),,ACQC0GOD1NWP4,661680,661680,2
2024-06-28 13:59:48,2024-06-28 14:08:07,IP Address,209.20.212.126,100,498,True,2024-06-28 14:08:07,R_1lMor0EmlqIixPK,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,136.629,0," friend is cooking. ,relative is sweeping.",the quantum device scans my body and records the exact state of all your cells and brain states.,cooking smell,"Single consciousness, flipping",100,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A1Q9JS88J30LFI,,930882,2
2024-06-28 14:06:31,2024-06-28 14:08:11,IP Address,192.227.119.117,100,100,True,2024-06-28 14:08:12,R_7y7Hno1qLyquEnL,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,76,,,,,,,,,,Teletransportation,Male,,White or European,,33,High School or Equivalent,,A11CXL67OPEDU1,241892,241892,1
2024-06-28 14:04:37,2024-06-28 14:08:17,IP Address,209.20.232.236,100,220,True,2024-06-28 14:08:18,R_107XEkoTUst2Q8L,,,,,40.7359,-73.9904,anonymous,EN,Yes,Paul,Purple,,0,0,95.097,0,Imagining scenarios and talking to oneself does not necessarily indicate mental illness. Many people engage in this behavior as a form of self-reflection or problem-solving. It becomes a concern if these behaviors are distressing or dysfunctional and interfere with one's daily life.,"Injustice anywhere is a threat to justice everywhere. We are caught in an inescapable network of mutuality, tied in a single garment of destiny. Whatever affects one directly, affects all indirectly.","A weird smell in a house can come from numerous sources, including appliances, furniture, carpets, fabrics or issues like mold or mildew. Occasionally, odors may be caused by sewer gas, natural gas leaks or animals that have died between walls, in attics or under decks.","Single consciousness, flipping",99,Teletransportation,Male,,White or European,,36,Masters Degree (MS),,A1H23GOMD5PGYU,441502,441502,2
2024-06-28 14:07:48,2024-06-28 14:08:23,IP Address,139.171.199.207,100,34,True,2024-06-28 14:08:23,R_6nfnjMJ5tcHNaF8,,,,,39.0469,-77.4903,anonymous,EN,Yes,Paul,Purple,84,,,,,,,,,,Farming,Male,,White or European,,30,Masters Degree (MS),,A2G3NC0OYMJXB7,388982,388982,1
2024-06-28 13:43:48,2024-06-28 14:08:25,IP Address,149.143.135.148,100,1477,True,2024-06-28 14:08:26,R_7pmJHhKxKk4v1Z4,,,,,40.7205,-73.8796,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Teletransportation,Male,,White or European,,33,College Graduate (4 year),,AS3UKJZ6UJEE3,994097,994097,1
2024-06-28 14:05:39,2024-06-28 14:08:26,IP Address,139.171.246.214,100,166,True,2024-06-28 14:08:26,R_6aIYcCee8sbJtlQ,,,,,40.7852,-73.8098,anonymous,EN,Yes,Paul,Purple,100,,,,,,,,,,Teletransportation,Female,,White or European,,32,College Graduate (4 year),,A3JRTM431HWDYK,780115,780115,1
2024-06-28 14:01:02,2024-06-28 14:08:36,IP Address,137.155.54.108,100,454,True,2024-06-28 14:08:37,R_7wVsGPrKipnG38l,,,,,37.751,-97.822,anonymous,EN,Yes,Paul,Purple,,0,0,135.252,0,"Imagining things that haven't happened can prepare you for an important event, or get you excited about something you want to happen",both houses simultaneously," in both houses simultaneously",Two consciousnesses,63,Teletransportation,Male,,White or European,,30,Masters Degree (MS),,A38UJ81725LT9F,,160624,2
